"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","City__c","External_ID__c"
"a00oB000000mSNEQA2","005oB000000huN7QAI","0","Noe Valley","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","San Francisco","a00oB000000mSNEQA2"
"a00oB000000mSNFQA2","005oB000000huN7QAI","0","Bernal Heights","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","San Francisco","a00oB000000mSNFQA2"
"a00oB000000mSNGQA2","005oB000000huN7QAI","0","Embarcadero","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","San Francisco","a00oB000000mSNGQA2"
"a00oB000000mSNHQA2","005oB000000huN7QAI","0","Presidio Heights","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","San Francisco","a00oB000000mSNHQA2"
"a00oB000000mSNIQA2","005oB000000huN7QAI","0","Cole Valley","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","San Francisco","a00oB000000mSNIQA2"
"a00oB000000mSNJQA2","005oB000000huN7QAI","0","Pearl District","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNJQA2"
"a00oB000000mSNKQA2","005oB000000huN7QAI","0","Alberta Arts District","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNKQA2"
"a00oB000000mSNLQA2","005oB000000huN7QAI","0","Hawthorne District","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNLQA2"
"a00oB000000mSNMQA2","005oB000000huN7QAI","0","Division/Clinton","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNMQA2"
"a00oB000000mSNNQA2","005oB000000huN7QAI","0","Mississippi Avenue","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNNQA2"
"a00oB000000mSNOQA2","005oB000000huN7QAI","0","Belmont","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNOQA2"
"a00oB000000mSNPQA2","005oB000000huN7QAI","0","Northwest District","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNPQA2"
"a00oB000000mSNQQA2","005oB000000huN7QAI","0","Sellwood","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNQQA2"
"a00oB000000mSNRQA2","005oB000000huN7QAI","0","St. Johns","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNRQA2"
"a00oB000000mSNSQA2","005oB000000huN7QAI","0","Laurelhurst","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNSQA2"
"a00oB000000mSNTQA2","005oB000000huN7QAI","0","Irvington","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNTQA2"
"a00oB000000mSNUQA2","005oB000000huN7QAI","0","Richmond","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNUQA2"
"a00oB000000mSNVQA2","005oB000000huN7QAI","0","Montavilla","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNVQA2"
"a00oB000000mSNWQA2","005oB000000huN7QAI","0","Foster-Powell","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNWQA2"
"a00oB000000mSNXQA2","005oB000000huN7QAI","0","Multnomah Village","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Portland","a00oB000000mSNXQA2"
"a00oB000000mSNYQA2","005oB000000huN7QAI","0","Capitol Hill","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNYQA2"
"a00oB000000mSNZQA2","005oB000000huN7QAI","0","Fremont","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNZQA2"
"a00oB000000mSNaQAM","005oB000000huN7QAI","0","Ballard","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNaQAM"
"a00oB000000mSNbQAM","005oB000000huN7QAI","0","Queen Anne","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNbQAM"
"a00oB000000mSNcQAM","005oB000000huN7QAI","0","Wallingford","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNcQAM"
"a00oB000000mSNdQAM","005oB000000huN7QAI","0","University District","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNdQAM"
"a00oB000000mSNeQAM","005oB000000huN7QAI","0","Green Lake","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNeQAM"
"a00oB000000mSNfQAM","005oB000000huN7QAI","0","Greenlake","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNfQAM"
"a00oB000000mSNgQAM","005oB000000huN7QAI","0","Belltown","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNgQAM"
"a00oB000000mSNhQAM","005oB000000huN7QAI","0","Pioneer Square","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNhQAM"
"a00oB000000mSNiQAM","005oB000000huN7QAI","0","International District","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNiQAM"
"a00oB000000mSNjQAM","005oB000000huN7QAI","0","Madison Park","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNjQAM"
"a00oB000000mSNkQAM","005oB000000huN7QAI","0","Ravenna","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNkQAM"
"a00oB000000mSNlQAM","005oB000000huN7QAI","0","Phinney Ridge","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNlQAM"
"a00oB000000mSNmQAM","005oB000000huN7QAI","0","West Seattle","2026-02-09 21:46:38","005oB000000huN7QAI","2026-02-20 17:07:17","005oB000000huN7QAI","2026-02-20 17:07:17","Seattle","a00oB000000mSNmQAM"
